,PC1,PC2,Emotion
0,-0.025942834422982192,0.30241501820424493,ANG
1,3.7347570245622883,1.3736150972116252,ANG
2,2.3135472849211802,1.744900591193961,ANG
3,-2.0322996052283964,1.0742522932841925,ANG
4,-3.2949694421704305,-3.7525301977539542,ANG
5,-1.5628945674080736,-0.05364556047928819,DIS
6,0.4790293934890486,1.1078522237273865,DIS
7,0.9100356757559139,2.1154923401853103,DIS
8,-0.9039354155727234,0.28879833496300134,DIS
9,-3.9836625533551495,-1.7690106780090529,DIS
10,-1.0294872985612216,0.27760253412355057,FEA
11,4.298741833389732,1.8660047297064273,FEA
12,1.4943303708762434,1.6867387048914104,FEA
13,-3.660604912980244,0.3233114571962205,FEA
14,-2.89977389275636,-6.606455051679024,FEA
15,1.1128000133219789,1.5081383362768064,HAP
16,3.626977379968086,2.3730713976744116,HAP
17,-0.8446227835672016,1.177523035066658,HAP
18,-2.893318466632991,-3.203192321853863,HAP
19,-1.146232720727652,0.5778857799872901,NEU
20,2.3717334736541384,0.5325761562204957,NEU
21,0.12927026167088926,0.2915873968627575,NEU
22,-3.1481910551813517,-0.8042996606170547,NEU
23,-2.5491005182146425,0.23288942074846025,SAD
24,-0.4569127635838358,1.9294687272244566,SAD
25,-1.4096094911896664,1.4616909343424416,SAD
26,-3.486483295259358,-0.0036408508737574264,SAD
27,2.4884516710937286,1.5089840760142963,ANG
28,4.886559948872407,0.697033760425813,ANG
29,0.40336847508174606,-0.28236192176118496,ANG
30,-3.0756463537530006,-2.3006087582280155,ANG
31,-1.569864752670834,0.20104035908428003,ANG
32,1.2837783264638158,0.9715452820825031,ANG
33,-0.9990130067581736,-0.5152349234406417,ANG
34,-3.6545226729890063,-1.1477424234721207,ANG
35,-3.0779267118726112,0.6398273570691988,ANG
36,1.6786726525996192,1.2784881351146047,ANG
37,2.803698245101079,-0.638298913589823,ANG
38,1.2361429834803754,-1.30154728117039,ANG
39,-0.3035031888574551,-0.5010601942310677,ANG
40,-2.7441360088397295,-3.572721718197059,ANG
41,0.4126516971945566,1.3680906286455021,DIS
42,3.6771211076689676,1.4914435990643327,DIS
43,-0.9051406024111751,0.8417300405077957,DIS
44,-3.9057181691785763,-0.4602581741904084,DIS
45,-2.4929975687214445,1.0676387640065927,DIS
46,-1.1044047960055636,0.9178619730755646,DIS
47,-2.582734084384886,-0.32228301666571596,DIS
48,-3.595332629861278,-0.804529940110289,DIS
49,-0.4505310624095443,0.8107401525786199,DIS
50,-0.048985119959625914,0.030054071226862492,DIS
51,-3.3019927922075096,0.19823765360500253,DIS
52,-4.7675609333262665,-1.894319103351548,DIS
53,2.3743179381730157,0.5135799187455011,FEA
54,2.2441540684857175,-0.0010729138648955265,FEA
55,-2.1439695693172185,-2.2888950250732907,FEA
56,-0.6992890338070759,0.6675185315580396,FEA
57,-1.0599853862858382,-0.4647978722774809,FEA
58,-3.0445521762287195,-2.109857817517582,FEA
59,0.6725898660969881,0.5851051985885576,FEA
60,1.6115372813135398,0.13587081044987892,FEA
61,-3.3317814756325888,-0.368131852186221,FEA
62,5.438883995302664,2.8578768532430137,HAP
63,5.428227113370284,0.9373125403816934,HAP
64,0.3496787374979943,-0.2561081284975573,HAP
65,-2.8720002196729606,-5.0533807890914435,HAP
66,0.11060848877699761,0.6234502477715422,HAP
67,-0.24470846785176031,-0.4268063513227618,HAP
68,-3.738691948626851,-0.6093833277153428,HAP
69,-2.655981356703978,-6.734376032888653,HAP
70,1.8805349598736105,1.0480505405562477,HAP
71,0.15601908497485484,-0.6303256026228568,HAP
72,-4.522401383003327,-0.5183353751428965,HAP
73,-1.7993271831852358,1.5182642238444943,NEU
74,0.9752491193574179,1.179189873836943,NEU
75,-1.664684055775265,0.07466112974057997,NEU
76,-2.208114519002148,0.0003317028142138858,SAD
77,0.5740126850139855,-0.31119949914872463,SAD
78,-0.9760248945559933,-0.9001408502666611,SAD
79,-3.5261485094119607,-1.3338934807657032,SAD
80,-2.646008153467178,0.5704216533165246,SAD
81,-1.4218355537003466,0.9676836126759664,SAD
82,-1.7414358741744047,-0.6263284941960267,SAD
83,-3.053458347692452,-3.0374577206577418,SAD
84,-1.5835474172719914,0.9455703863225555,SAD
85,-0.8743434904485549,0.9973271755449488,SAD
86,-1.5478534461823492,-1.481489062510334,SAD
87,-0.7850656763786021,-6.646913219178859,SAD
88,-3.1063124461147957,0.7704885497689419,ANG
89,-0.03638222992509358,-0.8607536315044377,ANG
90,2.8758315714632308,-0.7374291620250647,ANG
91,0.25165162350196135,1.341628698461103,ANG
92,-1.1994571389662345,-4.58287992766873,ANG
93,-3.3598766686502817,0.27138777878344433,DIS
94,-0.6009680637264542,-0.016225292009196396,DIS
95,0.7198094818473726,1.1069273876517123,DIS
96,-1.3181684070005335,2.3178919931007163,DIS
97,-2.977131831924878,-1.9207680609435267,DIS
98,-0.8004054384710627,-0.0998116527402424,FEA
99,2.866451903107925,-1.0857548470503875,FEA
100,3.9248452581901714,-0.41805563888827196,FEA
101,1.1044741713396624,1.9398654674797242,FEA
102,-0.6312230271178054,2.481687236666046,FEA
103,-1.9154731080807583,0.38584353060053994,FEA
104,2.2967035623396965,-1.1791165436887576,HAP
105,5.971401979529176,1.5466914202000264,HAP
106,1.7871974685103016,1.61300441131156,HAP
107,-2.7442803368742217,-0.2584421534477379,HAP
108,-2.388717672948131,-0.8883886628355062,NEU
